<MarkerSet>

<Name>
All
</Name>

<Markers>
Skeleton:Hip1
Skeleton:Hip2
Skeleton:Hip3
Skeleton:Hip4
Skeleton:Chest1
Skeleton:Chest3
Skeleton:Chest2
Skeleton:Head3
Skeleton:Head2
Skeleton:Head1
Skeleton:LUArm1
Skeleton:LUArm2
Skeleton:LUArm3
Skeleton:LHand1
Skeleton:LHand3
Skeleton:LHand2
Skeleton:RUArm1
Skeleton:RUArm2
Skeleton:RUArm3
Skeleton:RHand1
Skeleton:RHand3
Skeleton:RHand2
Skeleton:LThigh2
Skeleton:LThigh1
Skeleton:LShin2
Skeleton:LShin1
Skeleton:LFoot2
Skeleton:LFoot1
Skeleton:RThigh2
Skeleton:RThigh1
Skeleton:RShin2
Skeleton:RShin1
Skeleton:RFoot1
Skeleton:RFoot2
</Markers>

<Data>
Frame#	M0X	M0Y	M0Z	M1X	M1Y	M1Z	M2X	M2Y	M2Z	M3X	M3Y	M3Z	M4X	M4Y	M4Z	M5X	M5Y	M5Z	M6X	M6Y	M6Z	M7X	M7Y	M7Z	M8X	M8Y	M8Z	M9X	M9Y	M9Z	M10X	M10Y	M10Z	M11X	M11Y	M11Z	M12X	M12Y	M12Z	M13X	M13Y	M13Z	M14X	M14Y	M14Z	M15X	M15Y	M15Z	M16X	M16Y	M16Z	M17X	M17Y	M17Z	M18X	M18Y	M18Z	M19X	M19Y	M19Z	M20X	M20Y	M20Z	M21X	M21Y	M21Z	M22X	M22Y	M22Z	M23X	M23Y	M23Z	M24X	M24Y	M24Z	M25X	M25Y	M25Z	M26X	M26Y	M26Z	M27X	M27Y	M27Z	M28X	M28Y	M28Z	M29X	M29Y	M29Z	M30X	M30Y	M30Z	M31X	M31Y	M31Z	M32X	M32Y	M32Z	M33X	M33Y	M33Z	
682	-403.77341	947.06934	451.18372	-98.21653	956.48492	256.83923	-331.73770	904.01801	208.31921	-101.94858	952.79395	404.11404	-259.11194	1428.14453	426.32181	-131.62283	1313.11438	409.77380	-335.34256	1313.69202	474.36533	-231.64825	1566.11829	55.18356	-178.44334	1623.00781	220.40076	-386.35776	1641.27319	221.74422	-544.00519	1188.32935	186.36858	-515.92621	1239.41724	328.52539	-509.74863	1363.38782	299.88635	-357.14584	1412.33167	-4.25673	-408.20914	1360.75073	26.39790	-350.84836	1390.04382	122.59375	37.70828	1207.14331	153.83611	-3.94019	1297.60962	245.02109	-66.27459	1367.09424	177.74806	-181.28984	1372.30481	-27.54193	-158.83434	1375.58667	100.75153	-134.14650	1335.85291	-1.41427	-425.57956	458.11472	541.53839	-435.95081	589.64111	398.34531	-343.20181	77.02345	749.86743	-390.98111	216.11488	606.62384	-411.57736	37.51220	606.00311	-437.06442	24.71356	703.81805	-37.20878	535.11707	47.40638	-139.12099	636.66724	37.63194	31.83018	126.38219	149.12035	-48.63551	325.84320	29.33031	58.38036	42.92331	-4.95829	115.56673	56.53719	65.61971
683	-405.60086	946.04395	455.35126	-100.92367	956.51190	258.88571	-334.55283	903.51404	211.73318	-104.10590	952.12067	406.20474	-263.81641	1427.72839	429.66547	-135.76065	1312.66223	413.20691	-337.78345	1313.03369	478.90201	-236.34517	1563.87573	60.04919	-184.44589	1621.59375	225.39973	-392.67691	1641.07117	224.77853	-549.56403	1181.80688	197.67638	-518.46051	1234.97644	338.48749	-514.79468	1359.07642	307.78265	-371.30264	1407.15637	0.65933	-420.28485	1354.52917	32.92566	-361.72794	1386.48328	127.53825	40.47583	1210.20007	160.22189	-6.17882	1298.94824	251.22598	-67.73946	1367.31458	181.81042	-181.63998	1364.98987	-27.34962	-158.13770	1375.30078	100.95056	-132.99054	1330.77698	0.59858	-426.88000	457.30655	544.92328	-437.99561	589.46655	402.76694	-343.38641	75.67590	751.44147	-392.24173	209.29825	615.92889	-411.82617	37.05905	607.14618	-437.34018	24.39398	704.25177	-42.58765	539.34515	43.37629	-145.74335	640.62964	36.21433	29.02173	130.78157	144.32950	-52.97683	329.89026	25.14553	54.45464	43.43184	-8.35216	111.89556	61.58503	61.13581
684	-407.13358	945.52057	458.95181	-103.60065	957.71021	260.59399	-337.33252	904.11261	214.72815	-106.25970	952.24548	408.05743	-267.83456	1427.32983	432.19424	-139.97110	1312.78564	415.98557	-340.15747	1312.72449	482.73633	-241.80801	1562.67676	63.72148	-190.40771	1621.00195	229.45314	-397.72733	1641.16089	227.46484	-556.23755	1176.16516	209.85335	-521.03333	1230.51660	349.50888	-522.25372	1355.38330	319.60306	-386.15805	1402.07495	5.06990	-432.75092	1348.27722	38.84708	-375.57687	1384.64038	132.39571	43.62370	1214.25574	167.02287	-7.44770	1301.23230	257.39948	-68.47076	1368.39197	185.85570	-179.01494	1361.09607	-26.05106	-156.51466	1375.60803	102.43234	-130.10938	1328.39880	3.33976	-428.27869	457.43097	547.64722	-440.59390	589.78094	405.32315	-343.50861	74.81414	752.18073	-393.54767	209.48076	617.64758	-411.98779	37.11823	607.43463	-437.15332	24.31283	704.27417	-47.68037	542.99225	39.95290	-151.54097	644.47241	34.54997	26.04988	134.32790	139.98485	-58.18177	333.19617	21.51060	49.14956	44.03290	-12.32592	106.56795	66.49216	55.65125
685	-408.80508	945.81812	461.16843	-106.20106	959.31952	261.98993	-339.44061	905.56012	216.63083	-107.78651	952.97961	409.07281	-271.06760	1427.65283	434.68661	-143.29051	1313.19312	418.49210	-342.36157	1312.52234	486.11298	-246.21510	1562.08154	67.00599	-195.64125	1620.63513	232.40042	-403.29019	1641.54065	229.65848	-563.11206	1171.61597	221.47250	-522.73602	1226.98364	360.08264	-527.29730	1351.93066	329.00079	-400.90576	1397.86548	8.85445	-445.55539	1343.49316	44.27367	-390.24371	1384.30762	136.98747	47.32436	1219.46948	173.42206	-8.22393	1304.48669	262.82660	-72.21336	1370.38757	188.71260	-173.56889	1361.81323	-23.42456	-155.34375	1375.99768	106.20510	-125.25169	1329.66870	7.04015	-429.47540	458.17868	549.34412	-441.65021	590.18842	407.07315	-343.58578	74.74244	752.41498	-394.61218	210.43944	619.17749	-412.02841	36.97461	607.76196	-437.26263	24.16043	704.34875	-52.52998	546.17633	37.51336	-156.37444	648.07959	33.55370	22.85644	138.21645	135.85330	-63.36657	336.23154	18.96346	42.48206	47.05722	-16.28399	101.10703	70.19785	50.43298
686	-410.47684	946.92529	462.71573	-107.98050	961.45624	262.90161	-341.81265	907.80963	217.60751	-109.92424	954.12555	409.76935	-273.74420	1428.54919	436.54767	-146.54735	1314.48352	420.55374	-343.45349	1312.77307	488.81332	-250.33110	1562.20361	69.76097	-200.18452	1621.58459	234.87711	-408.16678	1642.36108	231.44527	-569.52881	1168.62012	232.74298	-524.18311	1224.21008	370.25916	-531.44318	1349.25781	337.60559	-416.56693	1395.71326	12.69651	-459.66309	1340.73596	49.81513	-404.92099	1385.18018	141.51968	51.00617	1226.00378	179.54222	-9.01896	1308.76428	268.16235	-72.89267	1372.88416	192.42947	-167.84767	1367.08459	-19.64223	-154.07335	1376.83337	110.40485	-119.05651	1335.00488	11.21025	-430.14215	459.25626	550.52350	-443.44519	591.45605	408.32907	-343.67841	74.94617	752.17737	-395.26022	211.05623	619.56384	-412.21594	37.04766	607.72577	-437.27866	24.09689	704.33636	-57.75331	548.99811	34.92254	-160.72429	651.57538	32.30809	19.98337	140.80753	132.24460	-68.68978	339.04330	16.32178	34.29530	51.30179	-21.02908	95.63275	72.48666	43.79644
687	-412.20599	948.38867	463.26624	-110.44359	963.94800	262.95526	-343.87347	910.30841	218.30544	-111.26241	955.99072	409.59790	-276.27664	1429.97595	438.29053	-153.34451	1313.41187	423.56992	-343.80432	1313.50281	491.08728	-255.73567	1563.15674	70.56015	-204.89302	1622.51501	236.13452	-412.59766	1643.63000	232.93788	-576.42847	1167.47192	243.01831	-525.13794	1222.95374	378.87607	-533.63806	1347.68359	347.33044	-431.84396	1395.38562	16.42124	-473.52106	1340.16724	55.04446	-418.54788	1387.51306	144.96887	54.38380	1233.42859	185.44118	-9.92313	1313.72083	273.59149	-72.63841	1376.76868	196.12819	-162.37766	1374.86877	-15.47978	-152.85785	1380.12085	115.59036	-113.94966	1342.96301	15.30032	-430.32468	460.60190	551.17224	-444.32907	592.76941	408.34909	-343.84073	75.51849	751.88257	-393.67297	217.67807	610.95294	-412.21460	37.37992	607.26184	-437.03632	24.65479	703.88110	-61.95935	551.89905	33.26957	-164.83714	654.54767	31.17054	16.59595	143.02499	127.34492	-74.72584	341.45029	14.66829	21.98253	55.11586	-26.29424	87.32362	74.38013	35.05852
688	-414.15219	950.09662	463.30634	-112.04355	967.03821	263.06833	-345.93448	913.45416	217.99294	-113.49924	958.31561	409.52557	-278.15768	1431.56091	439.94598	-154.39539	1315.13196	422.43060	-344.56277	1314.40881	492.95224	-260.05582	1564.68372	71.39395	-208.92456	1624.09497	236.73874	-416.87741	1644.93091	234.21318	-582.75659	1168.19751	251.74222	-526.23901	1223.46753	386.68140	-536.63867	1348.34155	354.91550	-446.52042	1397.24207	20.40528	-486.58243	1341.64429	59.89180	-434.10925	1392.69019	149.23688	57.53012	1241.53552	190.66365	-9.83357	1319.81189	278.22540	-73.25224	1382.09705	199.00606	-159.10402	1383.55566	-10.25076	-150.96693	1386.08972	120.75764	-110.09454	1352.23157	20.23199	-430.39569	462.07819	551.46277	-444.66876	594.13275	408.06842	-344.25693	76.82258	751.42218	-392.13364	223.22118	604.77881	-412.34100	37.52295	606.79230	-436.96567	25.06544	703.68701	-66.32200	554.26611	31.36622	-168.36913	657.58160	30.49686	13.46467	144.72072	122.04478	-83.85537	342.44797	12.87228	7.22262	58.65855	-32.52460	77.01315	75.58336	24.63202
689	-415.77759	951.87238	462.73383	-114.14449	970.21643	262.63400	-347.92340	916.33862	217.95882	-115.20982	960.96588	408.86218	-279.56638	1433.49133	441.14511	-155.28270	1317.90369	422.18082	-344.97443	1315.60461	494.64749	-263.70639	1566.66235	72.04951	-212.27049	1626.26404	236.73415	-420.16138	1646.75916	234.53081	-589.19305	1170.56201	258.58554	-527.78522	1225.34912	391.38348	-539.58551	1350.67456	360.36563	-460.84848	1401.69836	23.97782	-499.03195	1345.39014	64.34887	-447.46976	1398.50598	152.98300	60.62974	1250.50781	193.81927	-11.11920	1326.10181	281.16653	-73.97868	1388.44519	201.69115	-155.89476	1394.07849	-4.95054	-148.47385	1394.59021	125.78550	-107.60943	1362.39880	24.86428	-430.08270	463.94733	551.29382	-444.61636	595.30682	407.67343	-344.61505	78.30757	750.64484	-393.93018	220.44551	610.47009	-412.34552	37.72173	606.44604	-437.01282	25.39829	703.44373	-70.98232	556.56873	29.05843	-171.88127	660.06091	29.95704	8.84539	145.68550	115.96759	-90.20600	344.13831	11.57165	-7.86845	62.09777	-38.12868	65.58327	76.00450	14.82979
690	-417.22675	953.78973	462.44162	-115.78610	973.74976	262.25601	-349.46326	919.34747	217.25664	-117.50999	963.80634	408.15671	-281.12677	1435.54468	442.55115	-156.65610	1321.08582	422.52032	-345.73254	1317.19324	495.48935	-267.52942	1568.85205	72.03896	-215.52315	1628.95166	236.28122	-425.84335	1650.24670	234.83835	-595.23010	1174.49365	263.28745	-530.12744	1228.43762	393.83450	-541.98840	1353.63708	365.02759	-474.93216	1408.99292	28.24487	-511.81543	1351.91687	68.83672	-459.12619	1405.40759	156.81352	63.30864	1259.84729	196.08815	-11.72476	1332.65503	283.59567	-70.70451	1395.37805	204.73619	-153.99661	1405.56238	0.69001	-146.36609	1404.47705	130.99922	-106.18894	1373.87952	29.26989	-430.18475	465.69458	550.65283	-444.41086	596.65924	407.03506	-344.76028	79.84048	749.70673	-393.99759	222.59492	610.02924	-412.56702	37.38141	605.99438	-437.32367	25.53435	703.18475	-75.48637	558.44543	27.14176	-176.32083	662.38397	29.42034	3.74612	145.97444	109.69774	-97.12833	345.95892	10.24814	-23.14240	65.39922	-44.01230	53.12264	76.06459	4.83326
691	-419.01047	955.69238	461.19409	-117.41032	977.33038	261.22531	-350.92844	922.33264	216.23323	-119.39617	966.82733	406.76129	-282.42145	1437.58313	443.87183	-158.73004	1324.12866	422.72693	-345.61703	1318.86292	496.19507	-271.26355	1571.28809	71.32236	-218.13556	1631.65503	235.30472	-428.74899	1652.14954	235.55247	-600.82770	1179.46069	266.45056	-532.49567	1232.03833	395.31909	-544.32373	1357.54980	367.65002	-488.56958	1418.71948	32.79440	-523.77179	1360.65601	72.82233	-468.90411	1412.47266	161.07111	65.56522	1269.35364	196.81160	-12.17158	1339.18433	285.03152	-66.88180	1403.65271	208.88493	-153.75407	1418.89404	5.82309	-144.09029	1414.33716	135.48119	-104.56534	1386.73132	33.73111	-430.15073	467.92508	550.26086	-443.86221	598.74310	406.36151	-345.54254	81.70641	748.98615	-393.98611	218.87851	616.82513	-412.99261	37.05446	606.13849	-436.82959	26.93015	702.16101	-80.09618	559.99402	25.58979	-180.61775	664.58118	28.58766	-2.01041	145.56749	103.24645	-106.88203	348.41730	9.60287	-38.45964	68.77563	-50.21350	40.75092	75.69012	-4.55582
692	-420.41794	957.79230	459.55057	-119.20720	980.67639	259.94928	-352.26254	925.22791	215.03720	-120.54430	970.12720	404.86905	-283.13382	1439.66101	444.46405	-160.06590	1327.38501	422.43430	-347.34610	1320.59338	496.01736	-274.45859	1573.48950	70.75389	-220.55388	1634.91296	234.33470	-431.07739	1654.77258	235.14980	-606.91351	1185.51892	267.69046	-535.65057	1236.42346	395.46738	-546.45319	1362.02185	369.65982	-501.54184	1430.79370	38.06689	-535.08264	1371.29724	77.84107	-476.50882	1420.11987	164.90715	68.08714	1279.09143	196.57689	-12.65831	1345.60828	285.93863	-67.11318	1411.33325	210.50244	-155.53621	1432.98108	7.54422	-142.23688	1424.38062	139.98575	-104.70611	1399.80212	35.87484	-430.12677	469.97388	549.70477	-442.90018	600.29565	404.90079	-345.66562	83.47923	748.04724	-393.36157	227.06897	608.74963	-413.46597	36.97244	605.80133	-436.76599	27.36501	701.71552	-84.66719	561.39429	24.06156	-186.39601	665.84882	28.85592	-8.06848	144.34944	96.33495	-112.98021	349.47638	7.22141	-52.49335	72.25389	-56.66208	28.58347	74.92137	-14.30517
693	-421.47797	960.14624	457.91025	-120.73338	984.13458	258.44489	-354.02744	927.96246	214.07841	-122.19466	973.36780	403.69919	-284.84769	1441.71948	445.05063	-161.40852	1330.81116	421.86423	-348.22012	1322.50867	495.33017	-277.05072	1576.12329	70.05658	-222.82281	1637.95386	233.29926	-433.17178	1656.99426	235.29602	-612.10205	1192.00024	267.49811	-539.02325	1240.69043	396.58649	-548.50024	1366.84937	370.71643	-513.21277	1444.03430	42.96696	-545.29419	1383.05261	81.66280	-482.81165	1428.32922	168.31683	70.52496	1288.88232	195.15337	-10.61113	1352.24634	287.63297	-72.60925	1417.13049	208.03613	-155.44873	1447.64954	12.12769	-141.31100	1434.10339	144.15349	-104.34725	1413.52698	38.42304	-429.90454	472.35013	549.38666	-442.78192	602.44629	403.92880	-346.19724	85.64621	747.03680	-391.58807	233.90544	601.98352	-413.37717	37.49486	604.91199	-436.52441	28.12445	700.79846	-89.56500	562.39490	22.30227	-191.01207	667.23761	28.73890	-14.53253	143.19162	89.06176	-119.14933	350.39163	5.16642	-65.41797	75.72657	-63.85717	16.91723	74.58657	-23.61939
694	-422.54208	962.34021	456.52740	-122.30763	987.53961	256.82385	-354.97665	930.67383	212.55586	-123.46168	976.48242	401.93756	-285.91632	1443.59534	445.04428	-162.53018	1334.28967	421.04941	-349.65909	1324.08960	494.63046	-279.68677	1578.73621	69.16531	-224.90678	1641.33423	231.79257	-435.81628	1659.52930	235.26547	-617.82861	1199.32446	266.31750	-542.95245	1245.16345	394.24655	-550.61182	1371.60461	370.50677	-523.15247	1457.98279	48.47186	-553.69861	1395.43616	85.26400	-488.23526	1436.70081	171.55809	72.07243	1298.29443	192.47501	-10.39667	1358.34753	286.39063	-74.25948	1421.31396	210.09068	-155.52425	1461.97437	15.53603	-139.81346	1443.89111	148.14328	-103.39944	1426.63635	41.16949	-429.99466	474.91837	548.79633	-442.82462	604.49634	403.15491	-346.82220	87.45592	746.17877	-394.01279	232.04274	607.43750	-413.97980	37.59735	604.39447	-436.03049	29.34063	699.54041	-94.40454	563.20367	20.88750	-195.68176	668.59515	28.30303	-21.00397	141.86583	81.60985	-124.81451	351.37378	1.81376	-77.64959	79.43196	-71.61629	5.39108	74.78210	-33.77481
695	-423.33780	964.82709	454.68436	-123.48314	990.75433	254.74033	-355.94775	932.97803	211.29370	-124.34657	979.49579	399.58563	-286.68121	1445.41858	444.92282	-163.57640	1337.00293	420.06293	-351.34784	1326.17993	493.26825	-281.50647	1581.39722	68.21850	-226.31296	1644.41357	230.33708	-436.84219	1661.83728	234.60631	-623.51593	1206.87305	263.74164	-546.56091	1249.90662	391.68088	-552.49365	1376.65088	369.11597	-531.90485	1472.12659	53.95324	-561.22534	1407.95605	88.78188	-493.26257	1445.56946	174.67004	73.49590	1307.07056	189.78915	-11.04212	1363.67029	284.07169	-74.98985	1428.05652	210.18808	-155.63701	1475.47583	18.37408	-138.37097	1453.08337	150.52173	-103.88328	1439.19299	42.23753	-430.08026	477.24948	548.14935	-442.64850	606.61890	402.56946	-347.34183	89.62572	745.45337	-394.59839	234.55746	606.47278	-414.28110	37.51233	604.08875	-435.87506	30.35202	698.37714	-98.99858	563.47229	19.77134	-199.98032	669.41461	28.15369	-27.61882	140.62321	73.48432	-130.26382	352.03281	-1.78451	-89.06301	82.93698	-80.19286	-5.01872	75.47852	-44.16585
696	-423.85553	967.07715	452.62250	-124.78460	993.54309	252.54828	-357.56009	935.40308	209.53877	-125.10696	982.17950	397.06628	-287.98813	1447.14075	444.51572	-164.78339	1339.46411	418.48312	-353.50882	1327.59094	491.51984	-283.75320	1583.93127	66.80920	-227.22191	1647.52393	228.78206	-438.68390	1663.78418	234.45161	-628.31940	1214.72180	259.62781	-550.27795	1254.62500	388.23526	-554.32098	1381.45984	367.46527	-538.50452	1486.08325	58.25764	-567.23022	1420.58008	91.40977	-497.80655	1455.00732	176.89381	74.95406	1315.51392	185.90974	-11.23146	1368.59460	281.48093	-75.92728	1434.06042	209.97910	-155.32233	1488.37732	20.45119	-136.86838	1461.33899	151.78526	-103.42898	1450.67578	42.81991	-430.41721	479.42664	547.51221	-442.71500	608.50586	402.07434	-348.49237	91.75265	744.42877	-395.24258	230.85928	613.08057	-414.62851	37.36848	603.85815	-435.31219	31.56108	697.34161	-103.66796	563.45667	18.61047	-203.97949	669.98669	27.71891	-33.82709	139.16115	64.47038	-136.55389	353.03058	-5.21488	-99.82250	85.83356	-89.02288	-15.50026	75.77097	-54.86028
697	-423.14011	969.34924	452.37677	-126.09945	996.11273	250.27597	-357.85852	937.51733	208.06744	-125.43720	984.74927	394.17749	-288.66901	1448.56042	443.16983	-165.94481	1341.88757	416.83401	-354.75467	1329.04480	489.10800	-285.34912	1586.58142	65.58419	-228.68428	1650.04053	226.82005	-439.20303	1665.62573	233.59352	-632.87628	1222.54016	255.22455	-554.08295	1259.33057	381.45474	-556.01196	1386.61304	364.79672	-544.06427	1499.76514	62.63799	-572.62939	1432.96045	93.55834	-501.92072	1464.13428	179.13574	75.50301	1323.10376	181.42366	-10.87229	1373.29382	278.39349	-76.07935	1439.27332	207.32578	-151.11971	1500.99268	25.73899	-136.12166	1468.82043	152.02611	-104.09933	1461.48291	42.27670	-432.45486	482.36267	546.20392	-443.54630	610.42126	400.83575	-349.60675	93.60814	743.59589	-396.28421	238.51559	605.46405	-415.38229	36.97613	603.89380	-434.92105	33.10035	695.94928	-107.99203	563.09717	17.77704	-208.35077	670.20331	27.72156	-40.42932	137.47227	55.33348	-142.10637	353.03076	-9.46646	-110.14375	88.36588	-98.00553	-25.29023	75.96597	-65.81648
698	-423.51813	971.45819	450.50922	-127.14192	998.22699	247.48262	-359.33133	939.42090	206.57690	-126.18822	986.95050	391.33841	-289.78998	1449.85034	442.08829	-167.34291	1343.76843	415.07892	-356.37390	1330.04456	486.83118	-287.67932	1589.02808	63.33045	-229.30101	1652.58313	224.79301	-440.71222	1667.28491	233.60982	-637.11115	1230.20276	249.95279	-557.08868	1263.96851	376.21680	-557.42676	1391.19189	361.67435	-547.95490	1512.51404	65.93339	-576.23035	1444.79309	94.33184	-505.63467	1472.98511	181.23566	76.04032	1329.89221	176.41641	-10.87825	1377.67542	274.46478	-77.33350	1443.85400	205.26135	-149.48409	1511.89575	26.43709	-135.78070	1475.34619	150.77449	-103.62010	1471.38428	41.00692	-433.14322	483.93121	545.39038	-444.45294	612.50568	399.91678	-350.67511	95.38746	743.24463	-395.04532	244.67657	599.12927	-415.59692	37.41071	603.09839	-434.77487	34.34583	694.71234	-112.85989	562.57336	16.55363	-211.73596	669.98047	27.21543	-46.34029	136.11424	45.86961	-148.08000	353.44467	-13.48887	-121.51393	90.48629	-106.39521	-42.93272	69.37722	-76.22933
699	-423.75610	973.22290	448.43942	-128.23816	999.97125	244.55374	-360.20657	941.08832	204.80017	-126.95016	988.54871	388.32794	-290.21869	1450.93604	439.93765	-168.43715	1344.82581	412.49127	-358.03857	1331.19666	483.97156	-289.74582	1591.17065	61.13696	-230.14754	1654.28931	222.91606	-441.00403	1668.73010	232.18550	-641.21246	1237.71802	244.52383	-560.11517	1268.27722	370.45575	-558.45569	1396.00183	358.13309	-550.23993	1524.26416	68.21210	-579.23352	1455.92151	94.83720	-509.08862	1481.71558	183.10799	76.21262	1335.52600	171.07861	-10.76786	1381.17822	270.43784	-78.15845	1447.69897	203.07828	-149.15897	1521.27856	24.80236	-135.71063	1481.16382	148.85651	-103.16927	1480.03015	38.88769	-434.47849	485.22583	543.84570	-445.50549	613.88452	398.59915	-352.10092	96.89903	742.73981	-396.37637	245.94724	598.31427	-416.10028	37.78413	602.80347	-436.09717	34.04506	695.14862	-117.41080	561.97272	15.08328	-215.87332	670.03455	26.87487	-52.55249	134.32460	35.98863	-154.60565	353.81769	-17.87374	-131.04283	92.46083	-116.44538	-52.22937	69.48861	-87.06405
700	-423.42453	974.42249	446.63580	-129.26558	1000.93994	241.45168	-361.15112	942.33704	203.12820	-127.11494	989.98175	385.01117	-291.50671	1451.77893	438.19028	-169.66417	1345.96570	410.06027	-359.47800	1332.12878	481.31381	-291.59155	1593.35583	58.74592	-231.27919	1655.79468	220.40402	-442.18408	1669.63782	232.07611	-644.39191	1244.78625	238.28687	-562.87842	1272.60193	364.38318	-559.53473	1400.11511	354.44806	-551.87366	1535.39258	70.13755	-580.49683	1466.19409	94.05045	-510.88852	1489.59692	183.61664	76.04829	1340.16699	165.15199	-10.08548	1384.11707	265.75800	-83.20751	1449.67273	198.15128	-147.82951	1528.80176	22.73839	-135.82529	1485.77820	145.55223	-102.62103	1487.55774	35.61752	-435.23285	486.48254	542.53870	-446.59766	614.79504	397.45044	-353.54401	98.82408	742.11194	-399.32428	243.65358	602.82971	-416.54218	37.56954	602.93176	-436.92715	34.65702	694.47992	-122.32040	560.93103	13.41208	-220.18884	669.27710	26.55885	-59.98919	133.73447	21.55811	-160.70024	353.69550	-22.86640	-140.73383	94.19553	-126.06464	-61.30659	69.62016	-97.86208
701	-423.15686	975.68579	444.77432	-130.09200	1001.34717	238.49255	-362.22595	943.49286	201.20573	-127.42819	990.47717	382.08173	-292.11700	1451.61328	435.48035	-169.93459	1346.82019	407.29398	-361.00940	1332.68896	478.59109	-293.09283	1595.21057	56.67256	-231.77110	1657.51453	217.61041	-442.57059	1670.14465	231.27394	-647.70532	1251.51196	231.84081	-564.89160	1276.43469	358.39261	-560.13446	1404.03784	349.97607	-552.16840	1545.30896	71.10981	-581.43549	1475.37659	93.43324	-513.82367	1497.20947	185.02574	76.12227	1343.61084	159.37827	-10.41166	1386.07654	261.00809	-83.01727	1452.40747	195.28117	-147.96397	1534.67261	18.42868	-136.22975	1489.74219	140.93359	-102.42107	1493.21912	31.44206	-436.27045	487.32574	540.99304	-448.02563	615.97870	395.67102	-354.53610	99.97130	741.62469	-400.10004	244.44205	601.77966	-417.05060	37.38810	602.81213	-435.95193	35.92998	693.72650	-127.08470	560.09235	11.43444	-224.06935	668.42963	25.89324	-65.75146	132.35533	11.42043	-166.77501	353.51254	-26.87255	-150.76854	95.70541	-135.30042	-70.17971	70.86533	-107.78829
